tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.11899313501144165,0.27053140096618356,131,149,0.1038940993806916,0.1380160056350742,0.1955250444952962,0,18,1,75
0.1,0.10853462157809984,0.25024154589371983,127,132,0.09293105254067978,0.1271905196468885,0.15083199141170153,0,18,1,75
0.15000000000000002,0.09371980676328501,0.2289855072463768,118,119,0.07762412241606216,0.11177654594696498,0.10088093208297808,0,18,1,75
0.2,0.08381642512077295,0.21545893719806763,114,109,0.06753336718091324,0.10096911021998066,0.04468599033816423,0,18,1,75
0.25,0.07214170692431562,0.20483091787439614,109,103,0.05691279840349634,0.08851982896945697,-0.019001610305958122,0,18,1,75
0.3,0.0652864044168392,0.19227053140096617,107,92,0.05018391123866412,0.08159179988638442,-0.09178743961352662,0,18,1,75
0.35000000000000003,0.056781865477517644,0.18164251207729468,104,84,0.04047910957729955,0.07358213672894148,-0.17577108881456718,0,18,1,75
0.4,0.045410628019323655,0.1758454106280193,101,81,0.028148206803591362,0.06298690213668873,-0.27375201288244777,0,18,1,75
0.45,0.03812033377250768,0.1681159420289855,100,74,0.020872717884956916,0.056131682104293465,-0.3895476504172156,0,18,1,75
0.5,0.028985507246376815,0.1603864734299517,98,68,0.010135188529042905,0.04705364641076601,-0.5285024154589373,0,18,1,75
0.55,0.01739130434782607,0.15265700483091788,95,63,-0.003464497464330654,0.038167403373125824,-0.6983360171765972,0,18,1,75
0.6000000000000001,-4.163336342344337e-17,0.1497584541062802,93,62,-0.0234735507114728,0.021729338845928432,-0.9106280193236721,0,18,1,75
0.6500000000000001,-0.023326432022084273,0.14782608695652175,91,62,-0.04969631476640015,0.0014670601248909928,-1.183574879227054,0,18,1,75
0.7000000000000001,-0.05314009661835753,0.14009661835748793,85,60,-0.08387763630178208,-0.024491352620699864,-1.5475040257648958,0,18,1,75
0.7500000000000001,-0.07439613526570057,0.13043478260869565,82,53,-0.11206088300492384,-0.04316334279809159,-2.057004830917876,0,18,1,75
0.8,-0.11497584541062807,0.12657004830917876,81,50,-0.16600194591093007,-0.07340610980194241,-2.821256038647344,0,18,1,75
0.8500000000000001,-0.1755233494363931,0.12077294685990338,79,46,-0.244208485347752,-0.12036573400136387,-4.095008051529795,0,18,1,75
0.9000000000000001,-0.2521739130434788,0.10531400966183575,72,37,-0.3458582639198018,-0.17670197107614016,-6.642512077294698,0,18,1,75
0.95,-0.5623188405797096,0.09468599033816426,64,34,-0.7416222402698869,-0.4025180335310041,-14.28502415458936,0,18,1,75
