day,fold,T,tau_star,tau_robust,NB_star,NB_robust,NB_low90_at_robust,max_NB_point,max_NB_low90,NB_all_at_star,NB_all_at_robust,prevalence,treat_rate_star,treat_rate_rob
13,1,100,0.05,0.05,0.043376557335367404,0.043376557335367404,0.03270978450253008,0.043376557335367404,0.03270978450253008,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.14202898550724638,0.14202898550724638
13,2,75,0.05,0.05,0.14407384740922072,0.14407384740922072,0.1264016729614827,0.14407384740922072,0.1264016729614827,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.26647286821705424,0.26647286821705424
13,2,100,0.05,0.05,0.05854753161974704,0.05854753161974704,0.04636963254673525,0.05854753161974704,0.04636963254673525,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.12790697674418605,0.12790697674418605
13,3,75,0.05,0.05,0.14064099938562358,0.14064099938562358,0.12316327204069835,0.14064099938562358,0.12316327204069835,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.3044747081712062,0.3044747081712062
13,3,100,0.05,0.05,0.05892893712881425,0.05892893712881425,0.04544778404701569,0.05892893712881425,0.04544778404701569,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.14494163424124515,0.14494163424124515
13,4,75,0.05,0.05,0.1509492205587282,0.1509492205587282,0.13243039324586228,0.1509492205587282,0.13243039324586228,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.260019550342131,0.260019550342131
13,4,100,0.05,0.05,0.046972269383135264,0.046972269383135264,0.03675781093939113,0.046972269383135264,0.03675781093939113,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.1241446725317693,0.1241446725317693
13,5,75,0.05,0.05,0.1239973089064845,0.1239973089064845,0.10841926760628984,0.1239973089064845,0.10841926760628984,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.25958702064896755,0.25958702064896755
13,5,100,0.05,0.05,0.04745639910986907,0.04745639910986907,0.03660340868758923,0.04745639910986907,0.03660340868758923,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.12094395280235988,0.12094395280235988
14,1,75,0.05,0.05,0.12595982710399187,0.12595982710399187,0.10968531248591411,0.12595982710399187,0.10968531248591411,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.27342995169082124,0.27342995169082124
14,1,100,0.05,0.05,0.043986778540554286,0.043986778540554286,0.033279589620205885,0.043986778540554286,0.033279589620205885,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.13043478260869565,0.13043478260869565
