day,fold,T,tau_star,tau_robust,NB_star,NB_robust,NB_low90_at_robust,max_NB_point,max_NB_low90,NB_all_at_star,NB_all_at_robust,prevalence,treat_rate_star,treat_rate_rob
14,2,75,0.05,0.05,0.14060587515299877,0.14060587515299877,0.12245625857660834,0.14060587515299877,0.12245625857660834,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.2548449612403101,0.2548449612403101
14,2,100,0.05,0.05,0.06288249694002447,0.06288249694002447,0.049335562455673755,0.06288249694002447,0.049335562455673755,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.14244186046511628,0.14244186046511628
14,3,75,0.05,0.05,0.13459963137415523,0.13459963137415523,0.11682707630921148,0.13459963137415523,0.11682707630921148,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.3025291828793774,0.3025291828793774
14,3,100,0.05,0.05,0.057392996108949414,0.057392996108949414,0.04503253602685843,0.057392996108949414,0.04503253602685843,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.13521400778210116,0.13521400778210116
14,4,75,0.05,0.05,0.14091680814940577,0.14091680814940577,0.12389964838865464,0.14091680814940577,0.12389964838865464,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.25513196480938416,0.25513196480938416
14,4,100,0.05,0.05,0.045583166126459844,0.045583166126459844,0.03358099433690946,0.045583166126459844,0.03358099433690946,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.13098729227761485,0.13098729227761485
14,5,75,0.05,0.05,0.12627438803498423,0.12627438803498423,0.11001366983845243,0.12627438803498423,0.11001366983845243,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.255653883972468,0.255653883972468
14,5,100,0.05,0.05,0.04409253221549449,0.04409253221549449,0.033644300961857124,0.04409253221549449,0.033644300961857124,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.12586037364798427,0.12586037364798427
15,1,75,0.05,0.05,0.11304347826086956,0.11304347826086956,0.09848067982371679,0.11304347826086956,0.09848067982371679,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.24830917874396136,0.24830917874396136
15,1,100,0.05,0.05,0.04454614797864226,0.04454614797864226,0.0341254832661205,0.04454614797864226,0.0341254832661205,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.1391304347826087,0.1391304347826087
15,2,75,0.05,0.05,0.14422684618523052,0.14422684618523052,0.12596322236236898,0.14422684618523052,0.12596322236236898,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.26356589147286824,0.26356589147286824
15,2,100,0.05,0.05,0.049877600979192166,0.049877600979192166,0.039976996309251216,0.049877600979192166,0.039976996309251216,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.1182170542635659,0.1182170542635659
15,3,75,0.05,0.05,0.13173254147040753,0.13173254147040753,0.11400715221679147,0.13173254147040753,0.11400715221679147,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.2791828793774319,0.2791828793774319
15,3,100,0.05,0.05,0.05780258038091337,0.05780258038091337,0.04646132762049997,0.05780258038091337,0.04646132762049997,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.12743190661478598,0.12743190661478598
15,4,75,0.05,0.05,0.14210011833101815,0.14210011833101815,0.12466545993736215,0.14210011833101815,0.12466545993736215,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.25219941348973607,0.25219941348973607
15,4,100,0.05,0.05,0.0430622009569378,0.0430622009569378,0.032778191785238574,0.0430622009569378,0.032778191785238574,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.12023460410557185,0.12023460410557185
15,5,75,0.05,0.05,0.12089220100398487,0.12089220100398487,0.10477628600750186,0.12089220100398487,0.10477628600750186,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.25958702064896755,0.25958702064896755
15,5,100,0.05,0.05,0.044196035812244475,0.044196035812244475,0.033028973173011934,0.044196035812244475,0.033028973173011934,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.10422812192723697,0.10422812192723697
16,1,75,0.05,0.05,0.11441647597254005,0.11441647597254005,0.09737612434045513,0.11441647597254005,0.09737612434045513,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.2608695652173913,0.2608695652173913
16,1,100,0.05,0.05,0.04012204424103738,0.04012204424103738,0.030224764142272022,0.04012204424103738,0.030224764142272022,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.12657004830917876,0.12657004830917876
16,2,75,0.05,0.05,0.13219094247246022,0.13219094247246022,0.11514317340708573,0.13219094247246022,0.11514317340708573,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.25968992248062017,0.25968992248062017
16,2,100,0.05,0.05,0.05395756833945328,0.05395756833945328,0.0431485677968213,0.05395756833945328,0.0431485677968213,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.1182170542635659,0.1182170542635659
16,3,75,0.05,0.05,0.13818349375383987,0.13818349375383987,0.12083112915198542,0.13818349375383987,0.12083112915198542,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.2928015564202335,0.2928015564202335
16,3,100,0.05,0.05,0.04725578537784149,0.04725578537784149,0.03709150859912649,0.04725578537784149,0.03709150859912649,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.13326848249027237,0.13326848249027237
16,4,75,0.05,0.05,0.1419457735247209,0.1419457735247209,0.1234678994947727,0.1419457735247209,0.1234678994947727,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.25513196480938416,0.25513196480938416
16,4,100,0.05,0.05,0.04522302824509955,0.04522302824509955,0.035471152593830164,0.04522302824509955,0.035471152593830164,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.11827956989247312,0.11827956989247312
16,5,75,0.05,0.05,0.127982197381359,0.127982197381359,0.10921488283598625,0.127982197381359,0.10921488283598625,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.26253687315634217,0.26253687315634217
16,5,100,0.05,0.05,0.0471976401179941,0.0471976401179941,0.03567709255032148,0.0471976401179941,0.03567709255032148,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.12586037364798427,0.12586037364798427
17,1,75,0.05,0.05,0.12641749300788202,0.12641749300788202,0.10807565423713494,0.12641749300788202,0.10807565423713494,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.28405797101449276,0.28405797101449276
17,1,100,0.05,0.05,0.044800406814136794,0.044800406814136794,0.033904854418731596,0.044800406814136794,0.033904854418731596,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.13429951690821257,0.13429951690821257
17,2,75,0.05,0.05,0.14040187678498572,0.14040187678498572,0.12062788859984647,0.14040187678498572,0.12062788859984647,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.25872093023255816,0.25872093023255816
17,2,100,0.05,0.05,0.059618523051815586,0.059618523051815586,0.04695907481355323,0.059618523051815586,0.04695907481355323,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.14631782945736435,0.14631782945736435
17,3,75,0.05,0.05,0.14110178169158305,0.14110178169158305,0.12492166337057271,0.14110178169158305,0.12492166337057271,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.29571984435797666,0.29571984435797666
17,3,100,0.05,0.05,0.0575465902109359,0.0575465902109359,0.0452842939392678,0.0575465902109359,0.0452842939392678,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.1517509727626459,0.1517509727626459
17,4,75,0.05,0.05,0.1525955651592324,0.1525955651592324,0.12943383803865902,0.1525955651592324,0.12943383803865902,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.2678396871945259,0.2678396871945259
17,4,100,0.05,0.05,0.048309924371044914,0.048309924371044914,0.03897272785272091,0.048309924371044914,0.03897272785272091,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.11827956989247312,0.11827956989247312
17,5,75,0.05,0.05,0.12420431609998447,0.12420431609998447,0.1058475605487391,0.12420431609998447,0.1058475605487391,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.255653883972468,0.255653883972468
17,5,100,0.05,0.05,0.051027273197743625,0.051027273197743625,0.03929385249144991,0.051027273197743625,0.03929385249144991,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.13176007866273354,0.13176007866273354
18,1,75,0.05,0.05,0.11899313501144165,0.11899313501144165,0.1038940993806916,0.11899313501144165,0.1038940993806916,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.27053140096618356,0.27053140096618356
18,1,100,0.05,0.05,0.04734299516908212,0.04734299516908212,0.03632966960832493,0.04734299516908212,0.03632966960832493,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.14396135265700483,0.14396135265700483
18,2,75,0.05,0.05,0.1415748674010608,0.1415748674010608,0.12338327922885886,0.1415748674010608,0.12338327922885886,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.2558139534883721,0.2558139534883721
18,2,100,0.05,0.05,0.06303549571603427,0.06303549571603427,0.05097312807761818,0.06303549571603427,0.05097312807761818,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.13953488372093023,0.13953488372093023
18,3,75,0.05,0.05,0.13726192914192095,0.13726192914192095,0.11913835636897632,0.13726192914192095,0.11913835636897632,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.2908560311284047,0.2908560311284047
18,3,100,0.05,0.05,0.06215441327053041,0.06215441327053041,0.04883100154201287,0.06215441327053041,0.04883100154201287,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.14202334630350194,0.14202334630350194
18,4,75,0.05,0.05,0.14781087616401709,0.14781087616401709,0.12956012627431826,0.14781087616401709,0.12956012627431826,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.26099706744868034,0.26099706744868034
18,4,100,0.05,0.05,0.04584040747028862,0.04584040747028862,0.034567891641631314,0.04584040747028862,0.034567891641631314,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.12609970674486803,0.12609970674486803
18,5,75,0.05,0.05,0.12767168659110903,0.12767168659110903,0.10926509066104526,0.12767168659110903,0.10926509066104526,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.26843657817109146,0.26843657817109146
18,5,100,0.05,0.05,0.049164208456243856,0.049164208456243856,0.03702501471747981,0.049164208456243856,0.03702501471747981,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.127826941986234,0.127826941986234
19,1,75,0.05,0.05,0.11848461734045258,0.11848461734045258,0.10252167100785421,0.11848461734045258,0.10252167100785421,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.2608695652173913,0.2608695652173913
19,1,100,0.05,0.05,0.040681413679125346,0.040681413679125346,0.029612988071695125,0.040681413679125346,0.029612988071695125,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.13526570048309178,0.13526570048309178
19,2,75,0.05,0.05,0.14004487964096288,0.14004487964096288,0.12240513635587094,0.14004487964096288,0.12240513635587094,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.2655038759689923,0.2655038759689923
19,2,100,0.05,0.05,0.05982252141982864,0.05982252141982864,0.048075498615285144,0.05982252141982864,0.048075498615285144,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.14244186046511628,0.14244186046511628
19,3,75,0.05,0.05,0.136442760597993,0.136442760597993,0.11855668461066535,0.136442760597993,0.11855668461066535,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.28696498054474706,0.28696498054474706
19,3,100,0.05,0.05,0.0603112840466926,0.0603112840466926,0.046505887039209035,0.0603112840466926,0.046505887039209035,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.13813229571984437,0.13813229571984437
19,4,75,0.05,0.05,0.14091680814940577,0.14091680814940577,0.12393823004741901,0.14091680814940577,0.12393823004741901,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.25513196480938416,0.25513196480938416
19,4,100,0.05,0.05,0.047075165920666774,0.047075165920666774,0.03671830517844678,0.047075165920666774,0.03671830517844678,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.12218963831867058,0.12218963831867058
19,5,75,0.05,0.05,0.12580862184960928,0.12580862184960928,0.10757179604158293,0.12580862184960928,0.10757179604158293,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.26450344149459193,0.26450344149459193
19,5,100,0.05,0.05,0.04538632717486933,0.04538632717486933,0.03526079924141707,0.04538632717486933,0.03526079924141707,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.12094395280235988,0.12094395280235988
20,1,75,0.05,0.05,0.12163742690058478,0.12163742690058478,0.10708206914361537,0.12163742690058478,0.10708206914361537,0.1955250444952962,0.1955250444952962,0.2357487922705314,0.2782608695652174,0.2782608695652174
20,1,100,0.05,0.05,0.044749555047037884,0.044749555047037884,0.03418854545331857,0.044749555047037884,0.03418854545331857,0.08263412153572336,0.08263412153572336,0.1285024154589372,0.13526570048309178,0.13526570048309178
20,2,75,0.05,0.05,0.1458078335373317,0.1458078335373317,0.12787664284554334,0.1458078335373317,0.12787664284554334,0.2248062015503876,0.2248062015503876,0.26356589147286824,0.27228682170542634,0.27228682170542634
20,2,100,0.05,0.05,0.060077519379844964,0.060077519379844964,0.048467919665278046,0.060077519379844964,0.048467919665278046,0.1044471644226846,0.1044471644226846,0.14922480620155038,0.1375968992248062,0.1375968992248062
20,3,75,0.05,0.05,0.13075977882449313,0.13075977882449313,0.11487378803731166,0.13075977882449313,0.11487378803731166,0.19107106287118575,0.19107106287118575,0.23151750972762647,0.2782101167315175,0.2782101167315175
20,3,100,0.05,0.05,0.06020888797870161,0.06020888797870161,0.048375647429950694,0.06020888797870161,0.048375647429950694,0.09686668031947573,0.09686668031947573,0.14202334630350194,0.14007782101167315,0.14007782101167315
20,4,75,0.05,0.05,0.1423059114060812,0.1423059114060812,0.12629549469227472,0.1423059114060812,0.12629549469227472,0.2138704532592478,0.2138704532592478,0.25317693059628543,0.2482893450635386,0.2482893450635386
20,4,100,0.05,0.05,0.050625096465503935,0.050625096465503935,0.039560227642763186,0.050625096465503935,0.039560227642763186,0.09039460822143333,0.09039460822143333,0.13587487781036167,0.13294232649071358,0.13294232649071358
20,5,75,0.05,0.05,0.12596387724473426,0.12596387724473426,0.10523960342842062,0.12596387724473426,0.10523960342842062,0.19888216115510016,0.19888216115510016,0.23893805309734514,0.2615535889872173,0.2615535889872173
20,5,100,0.05,0.05,0.04362676603011954,0.04362676603011954,0.03264496939651531,0.04362676603011954,0.03264496939651531,0.09227345650261347,0.09227345650261347,0.1376597836774828,0.11504424778761062,0.11504424778761062
