tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.04525807271802695,0.14492753623188406,52,98,0.03378283950969142,0.05820387377574716,0.08263412153572336,0,8,1,100
0.1,0.0345679012345679,0.12367149758454106,45,83,0.024078763613474226,0.04706114193314816,0.03166935050993021,0,8,1,100
0.15000000000000002,0.02955385052571753,0.11594202898550725,44,76,0.01928719913213075,0.04226013417951746,-0.02529127593066216,0,8,1,100
0.2,0.025845410628019327,0.10917874396135266,44,69,0.015055115419498806,0.03888977541503699,-0.08937198067632851,0,8,1,100
0.25,0.01964573268921095,0.09951690821256039,41,62,0.009521099911430152,0.03227439243749283,-0.1619967793880837,0,8,1,100
0.3,0.015458937198067634,0.08309178743961353,37,49,0.005020450213127077,0.02693349031889799,-0.24499654934437548,0,8,1,100
0.35000000000000003,0.011296915644741733,0.08115942028985507,37,47,4.444560344948934e-4,0.023514142103633437,-0.34076551467855826,0,8,1,100
0.4,0.00418679549114331,0.0782608695652174,35,46,-0.006640464336891456,0.01717524791373919,-0.45249597423510474,0,8,1,100
0.45,-0.0013175230566534885,0.07246376811594203,33,42,-0.012421466742915895,0.011379034472055934,-0.5845410628019323,0,8,1,100
0.5,-0.004830917874396136,0.0647342995169082,31,36,-0.017008091383099246,0.00849882828113168,-0.7429951690821257,0,8,1,100
0.55,-0.008588298443370918,0.057971014492753624,29,31,-0.021772630302526016,0.005043379269130605,-0.93666129898014,0,8,1,100
0.6000000000000001,-0.01932367149758456,0.05314009661835749,25,30,-0.03416621103252064,-0.005891089748070632,-1.1787439613526578,0,8,1,100
0.6500000000000001,-0.026086956521739164,0.051207729468599035,25,28,-0.04280818317041385,-0.009321968779806277,-1.489993098688752,0,8,1,100
0.7000000000000001,-0.03220611916264092,0.04830917874396135,25,25,-0.05159907539124851,-0.013990302557182404,-1.9049919484702098,0,8,1,100
0.7500000000000001,-0.05024154589371985,0.0463768115942029,23,25,-0.07322648224604923,-0.027277907386998215,-2.4859903381642527,0,8,1,100
0.8,-0.06859903381642514,0.04251207729468599,21,23,-0.10023597154774258,-0.03932095143508972,-3.357487922705315,0,8,1,100
0.8500000000000001,-0.09565217391304355,0.03961352657004831,20,21,-0.1408055857628644,-0.05707830685374478,-4.809983896940422,0,8,1,100
0.9000000000000001,-0.13236714975845434,0.03188405797101449,16,17,-0.18874241250104046,-0.0762724549580309,-7.71497584541064,0,8,1,100
0.95,-0.24444444444444424,0.02608695652173913,13,14,-0.36865407097118325,-0.14681881588022586,-16.429951690821245,0,8,1,100
