day,T,NB_star_mean,NB_robust_mean,NB_low90_rob_mean,max_NB_point_mean,max_NB_low90_mean,prevalence_mean,day_next,U_now,U_next,VOI,wait_k,utility_used
16,100,0.04675121326428516,0.04675121326428516,0.03632261713647429,0.04675121326428516,0.03632261713647429,0.1386570458903668,18,0.03632261713647429,0.04154534111741342,0.001222723980939127,2,max_NB_low90_mean
17,100,0.05226054352913537,0.05226054352913537,0.04088296070314469,0.05226054352913537,0.04088296070314469,0.1386570458903668,19,0.04088296070314469,0.03923469562921063,-0.005648265073934063,2,max_NB_low90_mean
18,100,0.05350750401643586,0.05350750401643586,0.04154534111741342,0.05350750401643586,0.04154534111741342,0.1386570458903668,20,0.04154534111741342,0.04064746191756516,-0.00489787919984826,2,max_NB_low90_mean
1,100,0.024709522355504016,0.024709522355504016,0.017139369692492967,0.024709522355504016,0.017139369692492967,0.1386570458903668,4,0.017139369692492967,0.03662689016703738,0.013487520474544412,3,max_NB_low90_mean
2,100,0.03892462893071449,0.03892462893071449,0.02851669892973967,0.03892462893071449,0.02851669892973967,0.1386570458903668,5,0.02851669892973967,0.037029701255438696,0.0025130023256990253,3,max_NB_low90_mean
3,100,0.04217712238387466,0.04217712238387466,0.03199655311905468,0.04217712238387466,0.03199655311905468,0.1386570458903668,6,0.03199655311905468,0.037876121172816087,-1.2043194623859339e-4,3,max_NB_low90_mean
4,100,0.047388485531175355,0.047388485531175355,0.03662689016703738,0.047388485531175355,0.03662689016703738,0.1386570458903668,7,0.03662689016703738,0.039083332035577956,-0.0035435581314594237,3,max_NB_low90_mean
5,100,0.04743578434942241,0.04743578434942241,0.037029701255438696,0.04743578434942241,0.037029701255438696,0.1386570458903668,8,0.037029701255438696,0.03547588250356955,-0.007553818751869149,3,max_NB_low90_mean
6,100,0.048615222498166494,0.048615222498166494,0.037876121172816087,0.048615222498166494,0.037876121172816087,0.1386570458903668,9,0.037876121172816087,0.03884487015956716,-0.005031251013248925,3,max_NB_low90_mean
7,100,0.049832197755931784,0.049832197755931784,0.039083332035577956,0.049832197755931784,0.039083332035577956,0.1386570458903668,10,0.039083332035577956,0.039570144813508894,-0.005513187222069062,3,max_NB_low90_mean
8,100,0.04676126934886449,0.04676126934886449,0.03547588250356955,0.04676126934886449,0.03547588250356955,0.1386570458903668,11,0.03547588250356955,0.0377030923850955,-0.00377279011847405,3,max_NB_low90_mean
9,100,0.04936372408573788,0.04936372408573788,0.03884487015956716,0.04936372408573788,0.03884487015956716,0.1386570458903668,12,0.03884487015956716,0.03757850842060689,-0.007266361738960269,3,max_NB_low90_mean
10,100,0.05083370205381016,0.05083370205381016,0.039570144813508894,0.05083370205381016,0.039570144813508894,0.1386570458903668,13,0.039570144813508894,0.03957768414465228,-0.005992460668856616,3,max_NB_low90_mean
11,100,0.0485040787731474,0.0485040787731474,0.0377030923850955,0.0485040787731474,0.0377030923850955,0.1386570458903668,14,0.0377030923850955,0.038974596680300934,-0.004728495704794564,3,max_NB_low90_mean
12,100,0.048290559678356514,0.048290559678356514,0.03757850842060689,0.048290559678356514,0.03757850842060689,0.1386570458903668,15,0.03757850842060689,0.037274194430824435,-0.006304313989782458,3,max_NB_low90_mean
13,100,0.051056338915386607,0.051056338915386607,0.03957768414465228,0.051056338915386607,0.03957768414465228,0.1386570458903668,16,0.03957768414465228,0.03632261713647429,-0.009255067008177987,3,max_NB_low90_mean
14,100,0.0507875939862965,0.0507875939862965,0.038974596680300934,0.0507875939862965,0.038974596680300934,0.1386570458903668,17,0.038974596680300934,0.04088296070314469,-0.004091635977156243,3,max_NB_low90_mean
15,100,0.04789691322158601,0.04789691322158601,0.037274194430824435,0.04789691322158601,0.037274194430824435,0.1386570458903668,18,0.037274194430824435,0.04154534111741342,-0.0017288533134110166,3,max_NB_low90_mean
16,100,0.04675121326428516,0.04675121326428516,0.03632261713647429,0.04675121326428516,0.03632261713647429,0.1386570458903668,19,0.03632261713647429,0.03923469562921063,-0.0030879215072636638,3,max_NB_low90_mean
17,100,0.05226054352913537,0.05226054352913537,0.04088296070314469,0.05226054352913537,0.04088296070314469,0.1386570458903668,20,0.04088296070314469,0.04064746191756516,-0.006235498785579533,3,max_NB_low90_mean
