N,share_mean,share_median,log_share_mean,log_share_median,performance_mean_capped,performance_median_capped,success_rate
4889,0.49036844933094575,0.3748607142857143,0.36198418273675637,0.31835242215442283,0.44829825689633884,0.3748607142857143,0.12725040916530278
