tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.12163742690058478,0.2782608695652174,134,154,0.10708206914361537,0.13814628330632717,0.1955250444952962,0,20,1,75
0.1,0.10134192163177672,0.23768115942028986,119,127,0.08691219445848605,0.11714819429655808,0.15083199141170153,0,20,1,75
0.15000000000000002,0.09042341574310883,0.21545893719806763,113,110,0.07532709054280404,0.10667759844365615,0.10088093208297808,0,20,1,75
0.2,0.08309178743961353,0.19903381642512077,110,96,0.0682650709437214,0.09893396812260163,0.04468599033816423,0,20,1,75
0.25,0.07149758454106281,0.18743961352657004,104,90,0.05689103215177974,0.08756248965882889,-0.019001610305958122,0,20,1,75
0.3,0.06224982746721877,0.17681159420289855,100,83,0.04796533787910082,0.07890579187560574,-0.09178743961352662,0,20,1,75
0.35000000000000003,0.05432924563359346,0.16135265700483092,95,72,0.03919735576822597,0.07143869209714773,-0.17577108881456718,0,20,1,75
0.4,0.04573268921095008,0.15845410628019324,94,70,0.029640674728075637,0.06334231058880788,-0.27375201288244777,0,20,1,75
0.45,0.03557312252964427,0.1497584541062802,90,65,0.018721250155681688,0.05295843027777031,-0.3895476504172156,0,20,1,75
0.5,0.027053140096618362,0.14299516908212562,88,60,0.009523905707334194,0.045189181407997644,-0.5285024154589373,0,20,1,75
0.55,0.02050456253354803,0.13429951690821257,86,53,-3.543966806386227e-4,0.040581004052368135,-0.6983360171765972,0,20,1,75
0.6000000000000001,0.007246376811594166,0.13043478260869565,84,51,-0.014761601079688713,0.029633451948853633,-0.9106280193236721,0,20,1,75
0.6500000000000001,-0.013250517598343739,0.12753623188405797,81,51,-0.03743398234051725,0.011061412781071315,-1.183574879227054,0,20,1,75
0.7000000000000001,-0.029951690821256066,0.1246376811594203,81,48,-0.056107748050411126,-0.0026995260022057255,-1.5475040257648958,0,20,1,75
0.7500000000000001,-0.05990338164251216,0.1178743961352657,76,46,-0.09138004477267214,-0.028819095574454338,-2.057004830917876,0,20,1,75
0.8,-0.10144927536231886,0.11594202898550725,75,45,-0.142387609709385,-0.06181149253077949,-2.821256038647344,0,20,1,75
0.8500000000000001,-0.15942028985507262,0.1111111111111111,73,42,-0.21675110010496312,-0.10486072111493813,-4.095008051529795,0,20,1,75
0.9000000000000001,-0.26473429951690874,0.10241545893719807,68,38,-0.3505798167426404,-0.17931098152262193,-6.642512077294698,0,20,1,75
0.95,-0.5429951690821251,0.09468599033816426,65,33,-0.7104611461273725,-0.3808150785409193,-14.28502415458936,0,20,1,75
