MCC_mean,MCC_sd,thr_mean,Recall_mean,Precision_mean,mtry,min_node,class_w_mult
0.7469244019641408,0.028619817593202167,0.512,0.650032175032175,0.9262292286663832,5,10,5
0.7469219341541169,0.03034976081843775,0.548,0.6355855855855856,0.9423041569596983,3,10,8
0.7468581481568238,0.028568211372762584,0.54,0.6266087516087516,0.954597232832527,2,5,2
0.7468418792619462,0.03680084013516785,0.56,0.6267696267696268,0.9571240428273472,4,10,1
0.7468337155739446,0.034968854020636535,0.49600000000000005,0.6518500643500643,0.9236556036556036,5,20,3
0.7467900695493035,0.03080526181004954,0.52,0.6500160875160875,0.9251250812215724,3,10,3
0.7467887910546608,0.03176229105225343,0.532,0.6266248391248391,0.9542896456828345,2,1,5
0.7467616994546934,0.03232749145572923,0.5820000000000001,0.6249517374517375,0.9586067733436154,5,5,5
0.7466502723284573,0.03282417327825627,0.47200000000000003,0.6608751608751608,0.9133656378869929,3,5,10
0.7465865064805978,0.03251769545406451,0.538,0.6230694980694981,0.9589107827038862,2,10,8
0.7465581042592003,0.03224659575513999,0.542,0.6230534105534106,0.9585294117647059,2,5,1
0.7464598609625352,0.03245346957500668,0.52,0.6248712998712999,0.9560536398467433,2,10,2
0.7464598609625352,0.03245346957500668,0.532,0.6248712998712999,0.9560536398467433,2,10,10
0.746434752226647,0.03209882549042,0.562,0.619449806949807,0.9626543209876544,2,10,1
0.746400353647507,0.03313283061708643,0.606,0.6176480051480052,0.965,4,5,8
0.7463940369949019,0.03314571305287624,0.646,0.6087194337194337,0.9779928315412186,4,5,3
0.746386421238444,0.031471895965206685,0.5640000000000001,0.6302284427284427,0.9478882391163093,3,10,5
0.746386421238444,0.031471895965206685,0.5660000000000001,0.6302284427284427,0.9478882391163093,3,5,8
0.7463805539698534,0.0318937664608658,0.532,0.6320463320463321,0.945825918798055,3,1,8
0.746344520214217,0.0362320202375435,0.51,0.6536036036036036,0.9208100375804273,5,10,10
0.7463432426974205,0.032225893443936685,0.562,0.6158622908622908,0.9671750050231063,2,5,5
0.7462760237029495,0.03260965916035634,0.576,0.6320302445302446,0.9449368763375112,5,1,2
0.7462730829027797,0.03228888376514229,0.524,0.6248712998712999,0.9552754435107376,2,1,10
0.746230963553507,0.0352552320240198,0.556,0.6302606177606178,0.9476791945103548,5,5,8
0.7459313127114502,0.03325284104343804,0.5780000000000001,0.6320785070785071,0.9441918322526361,5,1,1
0.7456563472716418,0.031811584307560085,0.508,0.6374517374517374,0.9381776488892871,3,5,1
0.7453646037501027,0.031997369560202306,0.54,0.6212676962676963,0.9589107827038862,2,5,8
0.7453391444074026,0.033546424429676876,0.556,0.6356177606177607,0.9386710195932585,5,1,10
0.7452612184489268,0.031625309640861514,0.59,0.619449806949807,0.9605421686746988,3,1,1
0.745222801055585,0.03071796111989715,0.546,0.6338159588159589,0.9407377443408627,4,1,3
0.7452191512338486,0.03151102330738276,0.604,0.6176640926640927,0.9625760737263085,4,5,1
0.7451493946103789,0.034671624967183796,0.506,0.646476833976834,0.9265823637794459,3,1,5
0.7450871390287906,0.034215690443030945,0.56,0.6284427284427284,0.9475724496426251,4,10,10
0.7450753993650086,0.03559626408824586,0.61,0.6176480051480052,0.9618931520623705,4,1,5
