tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.03793541825578439,0.1294685990338164,44,90,0.02722382774406698,0.050941224346218894,0.08263412153572336,0,4,1,100
0.1,0.03027375201288245,0.10434782608695652,39,69,0.020750933179702388,0.0416642422355899,0.03166935050993021,0,4,1,100
0.15000000000000002,0.02455242966751918,0.0927536231884058,36,60,0.015290966236649458,0.035577025383191525,-0.02529127593066216,0,4,1,100
0.2,0.020531400966183576,0.0821256038647343,34,51,0.01065573701347365,0.030626869625437148,-0.08937198067632851,0,4,1,100
0.25,0.015780998389694042,0.08019323671497584,33,50,0.005797279190881258,0.02692704026546251,-0.1619967793880837,0,4,1,100
0.3,0.010489993098688751,0.07536231884057971,31,47,9.019592712276476e-4,0.02093862391086065,-0.24499654934437548,0,4,1,100
0.35000000000000003,0.008695652173913038,0.06666666666666667,30,39,-0.0016432178939041176,0.019504821140682825,-0.34076551467855826,0,4,1,100
0.4,0.0035426731078904983,0.05990338164251208,27,35,-0.006540646832801796,0.01407471335675432,-0.45249597423510474,0,4,1,100
0.45,-9.661835748792265e-4,0.057004830917874394,26,33,-0.011204925393224043,0.010102512070236887,-0.5845410628019323,0,4,1,100
0.5,-0.004830917874396136,0.051207729468599035,24,29,-0.015652802283474716,0.00611442062121538,-0.7429951690821257,0,4,1,100
0.55,-0.010413311862587232,0.04541062801932367,21,26,-0.022881517451960282,0.0011212802325399145,-0.93666129898014,0,4,1,100
0.6000000000000001,-0.017874396135265716,0.04251207729468599,19,25,-0.0314044701593501,-0.003903590710298092,-1.1787439613526578,0,4,1,100
0.6500000000000001,-0.02470669427191169,0.04154589371980676,19,24,-0.04142789023989808,-0.009585784039924291,-1.489993098688752,0,4,1,100
0.7000000000000001,-0.034460547504025774,0.03961352657004831,18,23,-0.055363474171707,-0.015670810508137404,-1.9049919484702098,0,4,1,100
0.7500000000000001,-0.05024154589371985,0.03864734299516908,17,23,-0.07659294093634608,-0.0267849514350513,-2.4859903381642527,0,4,1,100
0.8,-0.061835748792270544,0.034782608695652174,16,20,-0.09418862141968663,-0.03392671828225024,-3.357487922705315,0,4,1,100
0.8500000000000001,-0.07858293075684387,0.030917874396135265,15,17,-0.12130927396542873,-0.04424202608656501,-4.809983896940422,0,4,1,100
0.9000000000000001,-0.11787439613526592,0.02705314009661836,13,15,-0.1803026442562746,-0.06591384255287565,-7.71497584541064,0,4,1,100
0.95,-0.1913043478260868,0.021256038647342997,11,11,-0.2964460927790187,-0.10115187590231094,-16.429951690821245,0,4,1,100
