tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.11304347826086956,0.24830917874396136,124,133,0.09848067982371679,0.1297713714222089,0.1955250444952962,0,15,1,75
0.1,0.10123456790123457,0.21932367149758455,117,110,0.08666030411596551,0.11701388257171813,0.15083199141170153,0,15,1,75
0.15000000000000002,0.0890593918726911,0.2038647342995169,110,101,0.07567551393374018,0.10547017540596623,0.10088093208297808,0,15,1,75
0.2,0.08019323671497584,0.19130434782608696,106,92,0.06501898672919512,0.09617440861849048,0.04468599033816423,0,15,1,75
0.25,0.07375201288244768,0.18454106280193236,105,86,0.05800474556498684,0.08951077651288687,-0.019001610305958122,0,15,1,75
0.3,0.06666666666666668,0.17294685990338166,102,77,0.05162184997631522,0.08220997484800979,-0.09178743961352662,0,15,1,75
0.35000000000000003,0.05759940542549237,0.16908212560386474,100,75,0.042568427440408015,0.07420964807343279,-0.17577108881456718,0,15,1,75
0.4,0.04798711755233494,0.1671497584541063,99,74,0.030961156972072582,0.06565370774798439,-0.27375201288244777,0,15,1,75
0.45,0.039350021958717625,0.16231884057971013,98,70,0.022179727768735343,0.05762561207127674,-0.3895476504172156,0,15,1,75
0.5,0.026086956521739132,0.15555555555555556,94,67,0.00744978389144334,0.04480606616236048,-0.5285024154589373,0,15,1,75
0.55,0.017820719269994623,0.14879227053140096,93,61,-0.0017594119860453521,0.03773146963061256,-0.6983360171765972,0,15,1,75
0.6000000000000001,-0.004347826086956566,0.14299516908212562,87,61,-0.026218454976975235,0.018778610167829807,-0.9106280193236721,0,15,1,75
0.6500000000000001,-0.022084195997239542,0.13526570048309178,83,57,-0.04657407470895138,0.003082998362887839,-1.183574879227054,0,15,1,75
0.7000000000000001,-0.038003220611916286,0.1294685990338164,82,52,-0.0665962430733451,-0.008978884028648996,-1.5475040257648958,0,15,1,75
0.7500000000000001,-0.06570048309178753,0.12367149758454106,79,49,-0.1030174492166726,-0.03345180924591734,-2.057004830917876,0,15,1,75
0.8,-0.09468599033816427,0.11304347826086956,74,43,-0.13811927982321268,-0.053886401990352245,-2.821256038647344,0,15,1,75
0.8500000000000001,-0.1330112721417071,0.10531400966183575,72,37,-0.19380322863215396,-0.08126812996926021,-4.095008051529795,0,15,1,75
0.9000000000000001,-0.23768115942029033,0.10048309178743961,69,35,-0.3347229178335571,-0.15787886316887123,-6.642512077294698,0,15,1,75
0.95,-0.581642512077294,0.09468599033816426,63,35,-0.7873994182036462,-0.41987556976432944,-14.28502415458936,0,15,1,75
