tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.04688532926519197,0.13333333333333333,53,85,0.037044084924478124,0.05948075129487379,0.08263412153572336,0,10,1,100
0.1,0.041438539989264625,0.11014492753623188,50,64,0.03218245536131106,0.0538679836368204,0.03166935050993021,0,10,1,100
0.15000000000000002,0.03523728331912475,0.0966183574879227,46,54,0.026601455301632486,0.04659508386412984,-0.02529127593066216,0,10,1,100
0.2,0.031159420289855078,0.08792270531400966,44,47,0.02251870538995315,0.04204700117986163,-0.08937198067632851,0,10,1,100
0.25,0.027053140096618356,0.08115942028985507,42,42,0.01837888150677885,0.03705903567646119,-0.1619967793880837,0,10,1,100
0.3,0.025672877846790884,0.07536231884057971,42,36,0.016635740953399557,0.036371929857483706,-0.24499654934437548,0,10,1,100
0.35000000000000003,0.020512820512820513,0.06956521739130435,39,33,0.010126918090240362,0.030374645412588518,-0.34076551467855826,0,10,1,100
0.4,0.014492753623188408,0.06763285024154589,37,33,0.0032906979815835024,0.02463276038321317,-0.45249597423510474,0,10,1,100
0.45,0.010452349582784373,0.06666666666666667,37,32,-0.0016764173657497043,0.021524356266136812,-0.5845410628019323,0,10,1,100
0.5,0.0038647342995169094,0.06570048309178744,36,32,-0.009918911409218658,0.016601208649979333,-0.7429951690821257,0,10,1,100
0.55,-0.003972088030059058,0.0647342995169082,35,32,-0.020584145285334855,0.009506301477573012,-0.93666129898014,0,10,1,100
0.6000000000000001,-0.009178743961352674,0.06086956521739131,34,29,-0.02811020144642213,0.006168949078907041,-1.1787439613526578,0,10,1,100
0.6500000000000001,-0.015873015873015903,0.05314009661835749,30,25,-0.036470395685152826,0.0010650866426494662,-1.489993098688752,0,10,1,100
0.7000000000000001,-0.021256038647343007,0.0463768115942029,27,21,-0.042651900199853425,-0.0028722266916208117,-1.9049919484702098,0,10,1,100
0.7500000000000001,-0.02995169082125607,0.03961352657004831,23,18,-0.05455539812560237,-0.0075752497651638,-2.4859903381642527,0,10,1,100
0.8,-0.04444444444444446,0.03768115942028986,22,17,-0.0754336433898335,-0.016931418288611163,-3.357487922705315,0,10,1,100
0.8500000000000001,-0.04541062801932372,0.03188405797101449,21,12,-0.08289228752071343,-0.016244963370602154,-4.809983896940422,0,10,1,100
0.9000000000000001,-0.07826086956521755,0.028019323671497585,18,11,-0.13188706708802803,-0.03715904138873773,-7.71497584541064,0,10,1,100
0.95,-0.14975845410628005,0.024154589371980676,16,9,-0.26686151491482796,-0.06714199340867398,-16.429951690821245,0,10,1,100
