tau,NB,treat_rate,TP,FP,NB_low90,NB_high90,NB_all,NB_none,day,fold,T
0.05,0.1079583015509789,0.26763285024154587,120,157,0.09283064589387204,0.12547312082827453,0.1955250444952962,0,7,1,75
0.1,0.09329039184111648,0.242512077294686,112,139,0.07775444478335493,0.11005491564082924,0.15083199141170153,0,7,1,75
0.15000000000000002,0.08206876953680023,0.22415458937198068,107,125,0.06636652477074416,0.09978389992904699,0.10088093208297808,0,7,1,75
0.2,0.07560386473429952,0.20966183574879227,106,111,0.05976364354654422,0.09353042141988982,0.04468599033816423,0,7,1,75
0.25,0.06698872785829307,0.19710144927536233,103,101,0.05116030741557202,0.08344585022949644,-0.019001610305958122,0,7,1,75
0.3,0.05452035886818496,0.18840579710144928,98,97,0.03853912170372828,0.0707452325819168,-0.09178743961352662,0,7,1,75
0.35000000000000003,0.045484949832775914,0.17777777777777778,95,89,0.02903131559564829,0.061526529286417414,-0.17577108881456718,0,7,1,75
0.4,0.03413848631239935,0.17101449275362318,92,85,0.01667582884570174,0.052645171717422744,-0.27375201288244777,0,7,1,75
0.45,0.025120772946859916,0.1603864734299517,89,77,0.007630601457941168,0.044112299883927626,-0.3895476504172156,0,7,1,75
0.5,0.012560386473429955,0.157487922705314,88,75,-0.0071847725564766944,0.03344762070869055,-0.5285024154589373,0,7,1,75
0.55,-9.661835748792508e-4,0.1536231884057971,87,72,-0.022584276048520462,0.022213437841269223,-0.6983360171765972,0,7,1,75
0.6000000000000001,-0.012077294685990378,0.14492753623188406,85,65,-0.03521739003969572,0.011082106005983918,-0.9106280193236721,0,7,1,75
0.6500000000000001,-0.03188405797101458,0.14202898550724638,84,63,-0.059937850797487854,-0.004203108029101111,-1.183574879227054,0,7,1,75
0.7000000000000001,-0.06280193236714979,0.14009661835748793,82,63,-0.09576266299867786,-0.02876783523101966,-1.5475040257648958,0,7,1,75
0.7500000000000001,-0.0859903381642513,0.13429951690821257,82,57,-0.1253101529466152,-0.046244657987639076,-2.057004830917876,0,7,1,75
0.8,-0.11690821256038653,0.1246376811594203,79,50,-0.16448148885239033,-0.07288633504468132,-2.821256038647344,0,7,1,75
0.8500000000000001,-0.16296296296296314,0.11400966183574879,75,43,-0.22834528913292274,-0.09996219197289381,-4.095008051529795,0,7,1,75
0.9000000000000001,-0.26376811594202954,0.10338164251207729,69,38,-0.35341152399930575,-0.17901373180592853,-6.642512077294698,0,7,1,75
0.95,-0.4753623188405793,0.08502415458937199,59,29,-0.6440129670726819,-0.3207517200625167,-14.28502415458936,0,7,1,75
